date,equity
2018-10-16,1.0
2018-10-17,1.0
2018-10-18,1.0
2018-10-19,1.0
2018-10-22,1.0
2018-10-23,1.0
2018-10-24,1.0
2018-10-25,1.0
2018-10-26,1.0
2018-10-29,1.0
2018-10-30,1.0
2018-10-31,1.0
2018-11-01,0.9995
2018-11-02,1.1441598162300477
2018-11-05,1.1273519511906887
2018-11-06,1.1165473627631575
2018-11-07,1.1103593371044043
2018-11-08,1.115521992461005
2018-11-09,1.086003573051209
2018-11-12,1.1042732572959733
2018-11-13,1.1800451717095188
2018-11-14,1.1170090230114276
2018-11-15,1.1928648943962958
2018-11-16,1.208988823707332
2018-11-19,1.2686102977563567
2018-11-20,1.2506367309117803
2018-11-21,1.2689224723839698
2018-11-22,1.2612918149723178
2018-11-23,1.2428748514428405
2018-11-26,1.2429382988594326
2018-11-27,1.2409208499669606
2018-11-28,1.2714651936597103
2018-11-29,3.4107423195224906
2018-11-30,3.925354516079783
2018-12-03,4.044508688702399
2018-12-04,4.0507382150539435
2018-12-05,4.024093538222748
2018-12-06,3.925912466525755
2018-12-07,3.928098645857341
2018-12-10,3.899165443477265
2018-12-11,3.911552463910535
2018-12-12,3.9273448981388213
2018-12-13,3.9968815437143377
2018-12-14,3.9445637450452327
2018-12-17,3.91725238965585
2018-12-18,3.885918987281243
2018-12-19,3.821029822516511
2018-12-20,3.8121406354238903
2018-12-21,3.7505093899235638
2018-12-24,3.8382264641534345
2018-12-25,3.796914018501937
2018-12-26,3.688000663397533
2018-12-27,3.618669758812272
2018-12-28,3.636690878865573
2019-01-02,3.510503088518995
2019-01-03,3.314167363336335
2019-01-04,4.149734120172235
2019-01-07,4.140732161473512
2019-01-08,4.1432476159912675
2019-01-09,4.460663554539295
2019-01-10,4.434059805541785
2019-01-11,4.536548787536616
2019-01-14,4.401644903297211
2019-01-15,4.9320343003852125
2019-01-16,4.89012036244567
2019-01-17,4.880092270357199
2019-01-18,4.945364080261649
2019-01-21,4.965426171503481
2019-01-22,4.905289608047289
2019-01-23,4.919951997689898
2019-01-24,4.903703332724801
2019-01-25,4.947024100419905
2019-01-28,4.930483142704888
2019-01-29,4.91260914013886
2019-01-30,4.894830889545069
2019-01-31,4.927996578016857
2019-02-01,5.028094248369867
