date,equity
2018-10-16,0.999
2018-10-17,1.0080780369857532
2018-10-18,0.963891689571899
2018-10-19,1.0309968075180844
2018-10-22,1.162954341469022
2018-10-23,1.098492701827542
2018-10-24,1.0963332734660587
2018-10-25,1.1024972386630758
2018-10-26,1.0769338853288843
2018-10-29,1.010622923138804
2018-10-30,1.023710467642938
2018-10-31,1.0675435935325794
2018-11-01,1.0654738642943895
2018-11-02,1.3090252069979118
2018-11-05,1.2915571570857702
2018-11-06,1.28241116695353
2018-11-07,1.265495007048591
2018-11-08,1.2699143535220794
2018-11-09,1.2250338041585007
2018-11-12,1.2586195046885853
2018-11-13,1.317189853346186
2018-11-14,1.2754494733357946
2018-11-15,1.3138584826727648
2018-11-16,1.3322952766640512
2018-11-19,1.3913947490870933
2018-11-20,1.3220073402453323
2018-11-21,1.349118948084814
2018-11-22,1.3357848283218494
2018-11-23,1.2916917884414454
2018-11-26,1.2924851471783425
2018-11-27,1.2862694373676102
2018-11-28,1.295412168616607
2018-11-29,2.084698090814086
2018-11-30,2.2618582056453618
2018-12-03,2.4149275697901476
2018-12-04,2.422709138619437
2018-12-05,2.447039287906722
2018-12-06,2.343547776018035
2018-12-07,2.347996294341956
2018-12-10,2.3081004043202302
2018-12-11,2.3207033179392593
2018-12-12,2.3402581284625463
2018-12-13,2.4174478062384286
2018-12-14,2.3574919366480787
2018-12-17,2.3416828536723324
2018-12-18,2.3030692218726245
2018-12-19,2.239862325514066
2018-12-20,2.218391053430397
2018-12-21,2.165789641822843
2018-12-24,2.1990577955863655
2018-12-25,2.166712228583234
2018-12-26,2.128326808546211
2018-12-27,2.0927142304754134
2018-12-28,2.111575890626672
2019-01-02,2.026959970057331
2019-01-03,1.9600271377308358
2019-01-04,2.219345743505569
2019-01-07,2.23806332881522
2019-01-08,2.2421307696488437
2019-01-09,2.3606819554781913
2019-01-10,2.362421713991131
2019-01-11,2.3815812472961237
2019-01-14,2.3494334804751857
2019-01-15,2.4248381689356684
2019-01-16,2.4258330736378526
2019-01-17,2.409838204771681
2019-01-18,2.4933328810856716
2019-01-21,2.517384537040633
2019-01-22,2.462842537449997
2019-01-23,2.4710502119055757
2019-01-24,2.4850030033637043
2019-01-25,2.52914317977183
2019-01-28,2.5392984819323536
2019-01-29,2.558229064024761
2019-01-30,2.5308128014345974
2019-01-31,2.577460984199376
2019-02-01,2.642324773270186
2019-02-11,2.7176394465503497
2019-02-12,2.737762340701955
2019-02-13,2.808873651734348
2019-02-14,2.838018942398439
2019-02-15,2.7558316731110484
2019-02-18,2.878386435937756
2019-02-19,2.864528702007118
2019-02-20,2.897984077364013
2019-02-21,2.898331221289023
2019-02-22,2.976565681100287
2019-02-25,3.185880867345459
2019-02-26,3.1281464265795678
2019-02-27,3.0925910096127227
2019-02-28,3.1156318878477505
2019-03-01,3.2227803313847376
2019-03-04,3.2766995259286333
2019-03-05,3.2895901215428633
2019-03-06,3.302279763144936
2019-03-07,3.2064245605428283
2019-03-08,3.069959904197972
2019-03-11,3.154357777982873
2019-03-12,3.1740434483748543
2019-03-13,3.1343893791912665
2019-03-14,3.145186094698415
2019-03-15,3.2223655042985806
2019-03-18,3.354820012060187
2019-03-19,3.3203289785215677
2019-03-20,3.3057557132325353
2019-03-21,3.301851376652262
2019-03-22,3.3072177163335534
2019-03-25,3.188961131608237
2019-03-26,3.163761320278517
2019-03-27,3.222670790510266
2019-03-28,3.222055396287574
2019-03-29,3.377520604334921
2019-04-01,3.4972557092792163
2019-04-02,3.4834057722697573
2019-04-03,3.527830440224716
2019-04-04,3.558681328309939
2019-04-08,3.5447595550674436
2019-04-09,3.588040770779684
2019-04-10,3.6195485440013546
2019-04-11,3.5163238157051504
2019-04-12,3.499062428635109
2019-04-15,3.489327889592527
2019-04-16,3.6186190681711867
2019-04-17,3.6590006713382106
2019-04-18,3.6417799051482973
2019-04-19,3.698822588178454
2019-04-22,3.5936616780070287
2019-04-23,3.584072990646536
2019-04-24,3.600570158533316
2019-04-25,3.5277031815042856
2019-04-26,3.4535208652133376
2019-04-29,3.5065387281066425
2019-04-30,3.5189773571874
2019-05-06,3.277627350077823
2019-05-07,3.3417109262990583
2019-05-08,3.2683078209800644
2019-05-09,3.190199385079802
2019-05-10,3.3460790915232095
2019-05-13,3.268531846978033
2019-05-14,3.2436519772999803
2019-05-15,3.360233092256338
2019-05-16,3.3796111478037036
2019-05-17,3.2729623233286778
2019-05-20,3.21638723998003
2019-05-21,3.269216181515383
2019-05-22,3.2498746173995707
2019-05-23,3.167963083697303
2019-05-24,3.1862153970888616
2019-05-27,3.2315542232699155
2019-05-28,3.298447945135326
2019-05-29,3.2723384867653533
2019-05-30,3.260997594249301
2019-05-31,3.250813706235612
2019-06-03,3.2747478726240558
2019-06-04,3.227546083820369
2019-06-05,3.2322236677436154
2019-06-06,3.1837175922491845
2019-06-10,3.276088469663034
2019-06-11,3.408479630223077
2019-06-12,3.3795427720991458
2019-06-13,3.369000385974086
2019-06-14,3.3531453375080247
2019-06-17,3.353600367578577
2019-06-18,3.3742708618754813
2019-06-19,3.4473908937123108
2019-06-20,3.571059588594343
2019-06-21,3.5644330582451285
2019-06-24,3.590650810398264
2019-06-25,3.546261761794392
2019-06-26,3.563073324352739
2019-06-27,3.6327343338652707
2019-06-28,3.630506062305756
2019-07-01,3.7531845741012124
2019-07-02,3.771310269798961
2019-07-03,3.7260816071160976
2019-07-04,3.694670393159751
2019-07-05,3.732334020196679
2019-07-08,3.6332014685351455
2019-07-09,3.6272635727743094
2019-07-10,3.633140704688822
2019-07-11,3.6318815122203674
2019-07-12,3.67440849326648
2019-07-15,3.697473330427693
2019-07-16,3.6647275713180165
2019-07-17,3.6584597719064242
2019-07-18,3.635744257106428
2019-07-19,3.693168283265625
2019-07-22,3.6972461134047427
2019-07-23,3.715881203331215
2019-07-24,3.7526413717053013
2019-07-25,3.798007475199908
2019-07-26,3.827268298791791
2019-07-29,3.8235308434408557
2019-07-30,3.8343274486433923
2019-07-31,3.7892193015831697
2019-08-01,3.7485833979962324
2019-08-02,3.678600196364919
2019-08-05,3.566215224851191
2019-08-06,3.522691594511286
2019-08-07,3.5088114852810763
2019-08-08,3.5661602430678667
2019-08-09,3.5363801058880897
2019-08-12,3.6152384201618193
2019-08-13,3.566834313221222
