,equity
2018-01-02,1.0
2018-01-03,1.0
2018-01-04,1.0
2018-01-05,1.0
2018-01-08,1.0
2018-01-09,1.0
2018-01-10,1.0
2018-01-11,1.0
2018-01-12,1.0
2018-01-15,1.0
2018-01-16,1.0
2018-01-17,1.0
2018-01-18,1.0
2018-01-19,1.0
2018-01-22,1.0
2018-01-23,1.0
2018-01-24,1.0
2018-01-25,1.0
2018-01-26,1.0
2018-01-29,1.0
2018-01-30,1.0
2018-01-31,1.0
2018-02-01,1.0
2018-02-02,1.0
2018-02-05,1.0
2018-02-06,1.0
2018-02-07,1.0
2018-02-08,1.0
2018-02-09,1.0
2018-02-12,1.0
2018-02-13,1.0
2018-02-14,1.0
2018-02-15,1.0
2018-02-16,1.0
2018-02-19,1.0
2018-02-20,1.0
2018-02-21,1.0
2018-02-22,1.0
2018-02-23,1.0
2018-02-26,1.0
2018-02-27,1.0
2018-02-28,1.0
2018-03-01,1.0
2018-03-02,1.0
2018-03-05,1.0
2018-03-06,1.0
2018-03-07,1.0
2018-03-08,1.0
2018-03-09,1.0
2018-03-12,1.0
2018-03-13,1.0
2018-03-14,1.0
2018-03-15,1.0
2018-03-16,1.0
2018-03-19,1.0
2018-03-20,1.0
2018-03-21,1.0
2018-03-22,1.0
2018-03-23,1.0
2018-03-26,1.0
2018-03-27,1.0
2018-03-28,1.0
2018-03-29,1.0
2018-03-30,1.0
2018-04-02,1.0
2018-04-03,1.0
2018-04-04,1.0
2018-04-05,1.0
2018-04-06,1.0
2018-04-09,1.0
2018-04-10,1.0
2018-04-11,1.0
2018-04-12,1.0
2018-04-13,1.0
2018-04-16,1.0
2018-04-17,1.0
2018-04-18,1.0
2018-04-19,1.0
2018-04-20,1.0
2018-04-23,1.0
2018-04-24,1.0
2018-04-25,1.0
2018-04-26,1.0
2018-04-27,1.0
2018-04-30,1.0
2018-05-01,1.0
2018-05-02,1.0
2018-05-03,1.0
2018-05-04,1.0
2018-05-07,1.0
2018-05-08,1.0
2018-05-09,1.0
2018-05-10,1.0
2018-05-11,1.0
2018-05-14,1.0
2018-05-15,1.0
2018-05-16,1.0
2018-05-17,1.0
2018-05-18,1.0
2018-05-21,1.0
2018-05-22,1.0
2018-05-23,1.0
2018-05-24,1.0
2018-05-25,1.0
2018-05-28,1.0
2018-05-29,1.0
2018-05-30,1.0
2018-05-31,1.0
2018-06-01,1.0
2018-06-04,1.0
2018-06-05,1.0
2018-06-06,1.0
2018-06-07,1.0
2018-06-08,1.0
2018-06-11,1.0
2018-06-12,1.0
2018-06-13,1.0
2018-06-14,1.0
2018-06-15,0.9995
2018-06-18,0.9995074175036773
2018-06-19,0.9968026136788372
2018-06-20,1.0083538852062606
2018-06-21,1.0114059811904206
2018-06-22,1.012725103925092
2018-06-25,1.0078668157867108
2018-06-26,1.0009924048345757
2018-06-27,1.0016604374610183
2018-06-28,0.9896483116335908
2018-06-29,0.989070173007438
2018-07-02,0.9925835441167271
2018-07-03,0.9928127543798718
2018-07-04,0.9909491182936012
2018-07-05,0.9847650294534805
2018-07-06,0.9768302893002844
2018-07-09,0.981835192444375
2018-07-10,0.9824211481725804
2018-07-11,0.9874006272858846
2018-07-12,0.9985123749362396
2018-07-13,0.9953969889260512
2018-07-16,0.9931574497476086
2018-07-17,0.9955714002358129
2018-07-18,1.004704752085091
2018-07-19,1.0103333997215191
2018-07-20,1.0116623331950414
2018-07-23,1.0100188898533242
2018-07-24,0.9972470829366208
2018-07-25,0.9978673936656743
2018-07-26,0.9981187799926722
2018-07-27,0.9842234431946139
2018-07-30,0.9906770064349784
2018-07-31,0.979121924915753
2018-08-01,0.9759788586203171
2018-08-02,0.9722412138522528
2018-08-03,0.9766345059299951
2018-08-06,0.9745496252628406
2018-08-07,0.9666720649595189
2018-08-08,0.9635318043874077
2018-08-09,0.9737141066108624
2018-08-10,0.9704327926827937
2018-08-13,0.9726872429780559
2018-08-14,0.9669569471859621
2018-08-15,0.96820930594133
2018-08-16,0.9680421018016039
2018-08-17,0.9639024744670099
2018-08-20,0.9720242313008239
2018-08-21,0.9775909340344527
2018-08-22,0.982862353021534
2018-08-23,0.9832579470931613
2018-08-24,0.9724689457353242
2018-08-27,0.9681621369562009
2018-08-28,0.978690043138982
2018-08-29,0.9821304057336103
2018-08-30,0.9775240336884579
2018-08-31,0.9807791400364821
2018-09-03,0.9715696366847375
2018-09-04,0.9678876897017183
2018-09-05,0.9710219458626425
2018-09-06,0.9674391279731754
2018-09-07,0.9652244405559748
2018-09-10,0.9810483555721959
2018-09-11,0.9936171947706158
2018-09-12,0.9971453028979498
2018-09-13,0.9987493857957873
2018-09-14,0.9963470265257637
2018-09-17,0.9949947371245862
2018-09-18,0.9895093941704651
2018-09-19,0.9936816135792791
2018-09-20,0.9904707725879911
2018-09-21,0.9787926942478443
2018-09-24,0.9697177880513791
2018-09-25,0.9694314108574822
2018-09-26,0.9698113985576181
2018-09-27,0.9752385883755578
2018-09-28,0.9762119496122794
2018-10-01,0.9802204699504035
2018-10-02,0.9764958064088542
2018-10-03,0.9754096838671065
2018-10-04,0.9755082767709283
2018-10-05,0.9725488363403622
2018-10-08,0.9674669688647852
2018-10-09,0.9592236043754828
2018-10-10,0.9607746505438931
2018-10-11,0.9663828127586321
2018-10-12,0.9714962285881856
2018-10-15,0.9672808842289969
2018-10-16,0.966323001214496
2018-10-17,0.9608710871212714
2018-10-18,0.9581064539655804
2018-10-19,0.9631419441262145
2018-10-22,0.9568561688554256
2018-10-23,0.9626824250103152
2018-10-24,0.9611945627828123
2018-10-25,0.9503198809001531
2018-10-26,0.9446834392437311
2018-10-29,0.9420065586005785
2018-10-30,0.9480909130751639
2018-10-31,0.9475528783881177
2018-11-01,0.9382007985634984
2018-11-02,0.9349093538552069
2018-11-05,0.9292709043755972
2018-11-06,0.9274719762432184
2018-11-07,0.9320017064414713
2018-11-08,0.9308810693173465
2018-11-09,0.9290149759335573
2018-11-12,0.9228076958662405
2018-11-13,0.9153703165511947
2018-11-14,0.917444323136914
2018-11-15,0.9195194134869507
2018-11-16,0.9226512905831524
2018-11-19,0.9254688078208975
2018-11-20,0.931229563634973
2018-11-21,0.9252331307407771
2018-11-22,0.9151754853113487
